date,holiday,holiday_reason,precip,North Ave entry,North Ave exit,Quezon ave entry,Quezon ave exit,Gma Kamuning Entry,Gma Kamuning Exit,Cubao Entry,Cubao Exit,Santolan Entry,Santolan Exit,Ortigas entry,Ortigas Exit,Shaw Blvd entry,Shaw Blvd exit,Boni Ave entry,Boni Ave exit,Guadalupe Entry,Gudalupe Exit,Buendia Entry,Buedia exit,Ayale Entry,Ayala Exit,Magallanes Entry,Magallanes Exit,Taft Entry,Taft Exit,Total entry,Total Exit,time,reason,dir,station,cat_type
2017-10-14,,,11,54451,39750,24113,24349,10796,9414,37951,56051,4610,6438,11185,22594,32110,40663,17848,17774,29009,26174,8312,7755,29135,27751,26765,12371,60513,54781,346798,345865,2:06 PM,Train unloaded passengers at Guadalupe Station SB at 2:06PM due to technical problem.,South Bound,Guadalupe,CAT 3
2017-10-15,,,0,40967,26125,15812,13049,7988,5047,30111,36397,2886,4085,6751,14698,21826,27644,11438,12673,20462,20507,3353,4118,17788,21543,11642,7963,44388,41053,235412,234902,,,,,
2017-10-16,,,0,68978,36888,28734,22887,13594,8384,33237,47345,5713,7874,13850,26796,30250,41943,19043,24895,24923,28217,10529,14576,33360,39562,25213,18767,63514,52270,370938,370404,,,,,
2017-10-17,,,1,71622,40964,31094,27241,13623,9673,36256,53449,6858,9156,15728,29491,34203,45982,21198,26851,28078,29926,13144,15610,38037,41202,28981,19194,68138,57640,406960,406379,1:19 PM,Train unloaded passengers at Buendia Station SB at 1:19PM due to technical problem.,South Bound,Buendia,CAT 2
2017-10-18,,,1,77447,45458,37433,34156,18137,13033,41720,62426,9260,11850,18705,34023,40803,53944,24044,30004,34294,35827,14686,18287,40411,43998,35201,22098,84512,70300,476653,475404,8:16 AM,Train unloaded passengers at Shaw SB at 8:16AM due to door problem.,South Bound,Shaw Boulevard,CAT 3
2017-10-19,,,0,76030,44539,36891,33216,17029,12504,39933,58903,8649,11160,18223,33648,38352,51316,23417,29680,32828,34646,14080,17889,39429,43642,33780,21388,80278,65590,458919,458121,7:34 AM,Normal operation from North Ave. to Taft Ave.  and vice versa resumed at 7:34 AM.,North Bound,Ayala Avenue - Buendia,CAT 1
2017-10-20,,,2,80336,47908,38561,33830,17564,13138,43171,68158,8861,11442,18998,34694,40600,54490,24768,29632,34754,35239,15374,18356,41616,45838,37604,21977,84704,71072,486911,485774,6:16 AM,Provisional Service implemented from North Ave to Shaw Blvd Stn and vice versa at 6:16am.,South Bound,North Avenue - Shaw Boulevard,CAT 4
2017-10-21,,,1,55940,40371,25868,24077,12440,9551,38998,56447,5093,6773,10358,21064,31277,39769,17604,18194,29637,26953,8269,8143,28504,28718,25439,12721,61714,57282,351141,350063,8:24 PM,Train stopped due to technical problem. ,South Bound,Santolan Anapolis - Ortigas,CAT 4
2017-10-22,,,0,39164,25205,16296,12898,9127,4955,29111,34301,3204,3982,5328,12201,19734,25267,10541,12529,19924,20972,3146,4164,16401,20105,10933,7670,43130,41077,226039,225326,,,,,
2017-10-23,,,21,74788,41288,34194,29494,18268,11007,36971,53807,8623,9478,16790,30584,36328,55165,19089,26967,27987,32267,12527,15046,33974,37123,30252,19056,72698,59513,422489,420795,8:49 PM,Train unloaded passengers due to technical problem.,South Bound,Ortigas,CAT 4
2017-10-24,,,0,77447,44938,36401,32819,17719,12856,41291,60065,8546,11181,18282,33712,38160,51909,23412,29434,32498,34630,14733,17928,38194,43087,34446,21420,80464,66538,461593,460517,5:48 PM,Train unloaded passengers due to technical problem,North Bound,Magallanes,CAT 4
2017-10-25,,,2,78887,46452,37381,33886,17546,12871,41014,61602,9006,11462,18326,33848,39825,52473,24445,29802,33272,34829,14291,17864,39065,43724,34814,21518,82776,68990,470648,469321,3:47 PM,Train unloaded passengers due to technical problem.,South Bound,Magallanes,CAT 3
2017-10-26,,,0,79046,45646,37139,32570,17137,12239,40532,59331,8639,11252,18097,33465,37614,52119,23053,28422,31864,33920,13555,18167,37250,43807,33990,21236,80965,65438,458881,457612,10:53 AM,Train unloaded passengers due to technical problem.,South Bound,Magallanes,CAT 3
2017-10-27,,,23,82020,47317,39594,33561,18613,12993,42682,64369,9504,11438,19120,34654,38565,53224,23411,28343,33753,34409,13106,18553,37142,45540,36567,22043,83808,70171,477885,476615,8:23 AM,Train unloaded passengers due to technical problem.,South Bound,Quezon Avenue,CAT 3
2017-10-28,,,0,55789,40053,25154,23737,10888,9059,37831,56655,5093,7108,10771,20862,30778,38854,17703,17729,29590,25946,8095,8059,28671,28119,24609,12506,61110,56311,346082,344998,6:43 PM,Train unloaded passengers due to technical problem.,South Bound,Boni Avenue,CAT 3
2017-10-29,,,1,38890,24787,14847,11675,7652,4660,27244,33592,2638,4003,5256,12164,19087,24240,10340,11468,18400,18978,3060,3916,16156,19730,10931,7222,41317,38888,215818,215323,,,,,
2017-10-30,,,5,78055,45471,35539,30304,17368,11385,40251,62642,7934,10073,16389,31246,36194,50040,21148,25962,31405,32033,13135,16280,34682,41057,31682,20253,78131,63707,441913,440453,,,,,
2017-10-31,1,special (non-working) day,25,41576,27004,16772,14033,6495,4697,26417,37375,2712,3780,6453,14317,20544,26947,11727,12949,19414,18570,4336,5424,19607,22003,14679,9014,44437,38510,235169,234623,12:57 PM,Train unloaded pax at Magallanes stn. NB at 12:57 PM due to brake failure.,North Bound,Magallanes,CAT 3
2017-11-01,1,All Saints' Day ,26,31628,17627,11468,9195,5321,2722,19674,24407,1583,2381,3968,9417,14583,19400,8263,10863,12985,15239,2737,4070,13942,16854,8748,6463,32786,28663,167686,167301,8:10 AM,Train unloaded pax at 8:10am at North Ave Station SB due to door failure.,South Bound,North Avenue,CAT 3
2017-11-02,,,2,73055,38337,31695,27336,14817,9099,32990,49899,6201,8678,13799,26507,32092,44350,18825,25697,26168,30232,11491,15377,32712,38488,27527,18921,67373,54999,388745,387920,5:27 AM,Train unloaded pax at 5:27am at Ayala Station NB due to atp failure.,North Bound,Ayala Avenue,CAT 3
2017-11-03,,,1,77337,44624,35529,30881,16055,11054,38611,59353,7707,11136,17073,31965,37449,50333,22477,26514,31444,32221,12970,16970,37747,42419,31968,20681,78167,64934,444534,443085,1:11 PM,Train unloaded pax at Guadalupe Stn NB at 1:11PM due to technical problem.,North Bound,Guadalupe,CAT 3
2017-11-04,,,5,47028,30794,21173,18787,9134,6699,30408,42529,3777,5857,8089,19043,27165,42336,15194,15683,25517,22345,7228,7023,24864,25303,21847,11218,54551,47141,295975,294758,12:27 PM,Train unloaded pax at Shaw Blvd. Stn NB at 12:27 PM due to door failure.,North Bound,Shaw Boulevard,CAT 3
2017-11-05,,,0,34922,22433,13960,11348,7163,4510,24678,30298,2549,3233,5309,11199,18702,24428,10136,11396,17548,18274,2955,3666,15437,18073,10311,7144,39618,36310,203288,202312,,,,,
2017-11-06,,,0,75076,39099,33561,29250,16640,11107,32846,51878,8307,10346,16094,28780,34142,46760,20213,25677,29717,31781,11024,16870,28870,40359,29165,20797,78315,59983,413970,412687,1:47 PM,Train unloaded passengers at Magallanes Station SB at 1:47 PM due to technical problem.,South Bound,Magallanes,CAT 3
2017-11-07,,,0,71714,41224,30670,30434,15318,11297,32590,52392,8466,9733,17107,28474,35425,45781,20859,25274,28846,30908,12444,16284,32651,39500,30495,19985,76273,60421,412858,411707,12:40 PM,Train unloaded passengers at Kamuning Station SB at 12:40 PM due to technical problem.,South Bound,GMA Kamuning,CAT 3
2017-11-08,,,0,72424,41148,33440,30155,15895,11030,35297,53735,8348,10020,16912,29506,35972,47147,21224,25948,29464,32320,11260,16778,32428,40477,31852,20286,77764,62720,422280,421270,10:59 AM,Train unloaded passengers at Buendia Station SB at 10:59 AM due to technical problem.,South Bound,Buendia,CAT 3
2017-11-09,,,71,73158,43001,33983,30954,15746,11348,37375,55898,8434,10235,17725,30408,37029,48377,22346,27396,29813,32774,13758,16971,37090,41808,32742,20454,75378,64097,434577,433721,9:06 AM,Train unloaded passengers at Ortigas SB at 9:06 AM due to technical problem.,South Bound,Ortigas,CAT 3
2017-11-10,,,0,76407,46130,36000,31082,15886,11761,37532,61380,8611,10370,18390,32049,39115,50803,22528,26122,31177,31710,13727,17372,38429,42635,34318,21280,78283,66473,450403,449167,9:00 AM,Train unloaded passengers at Kamuning SB at 9:00AM due to technical problem.,South Bound,GMA Kamuning,CAT 3
2017-11-11,,,9,59649,47526,28445,28242,16112,11295,42582,64034,7857,7584,16990,24111,35634,43727,20424,19451,32334,29029,10351,8842,32493,32173,28776,15000,66705,65196,398352,396210,7:34 AM,Train unloaded passengers at Shaw Station NB at 7:34am due to technical problem.,North Bound,Shaw Boulevard,CAT 2
2017-11-12,,,0,39703,28401,17498,14174,9151,5664,30956,37433,3553,4291,7502,14098,22031,26848,12634,12675,21090,20283,3478,4265,18304,22373,12074,7845,44013,42842,241987,241192,7:32 AM,Train unloaded passengers due to technical problem.,South Bound,Cubao,CAT 3
2017-11-13,1, 31st ASEAN Summit,0,49382,26589,20787,14950,8951,5330,27979,36471,3407,4863,7677,17951,21398,30290,11695,15214,19732,21542,4761,7270,19241,26854,15496,11566,46472,37453,256978,256343,9:29 PM,Train unloaded passengers due to technical problem.,South Bound,Shaw Boulevard,CAT 3
2017-11-14,1, 31st ASEAN Summit,0,46979,26037,19572,14716,7902,5072,26944,33247,3093,4419,7527,16505,21345,30099,11685,14615,18530,19920,5043,7031,21588,28940,14707,10832,41776,34499,246691,245932,9:30 AM,Resumed normal revenue service.,North Bound,Buendia - Ayala Avenue,CAT 4
2017-11-15,1, 31st ASEAN Summit,0,48938,27745,20030,16286,8460,5262,27683,35955,3267,4699,7647,16876,22487,30168,12631,16524,19825,21784,5327,7225,21262,26565,16371,11394,46696,39637,260624,260120,8:57 AM,Train unloaded passengers due to technical problem.,South Bound,Quezon Avenue,CAT 3
2017-11-16,,,1,72361,42404,34343,29620,15784,10527,37335,53532,7720,9534,16754,29453,37117,49804,20701,26247,28751,31601,12558,15754,33695,39425,30097,20057,72798,60756,420014,418714,9:03 AM,Provisional service was implemented due to train failure.,North Bound,Buendia - Ayala Avenue,CAT 4
2017-11-17,,,2,67895,41652,32897,28516,14988,10792,35850,54352,7763,10066,16588,29413,34993,46293,20278,23960,29583,29734,11703,15265,32955,40204,30661,18625,73945,60412,410099,409284,9:04 AM,Train unloaded passengers due to technical problem,South Bound,Santolan Anapolis,CAT 2
2017-11-18,,,0,50429,36977,22988,21852,9970,8188,34609,49823,4479,6214,9471,18767,29077,35485,15981,15833,26458,23628,7483,7199,25447,28736,23804,11952,57810,52131,318006,316785,,,,,
2017-11-19,,,3,35965,23503,14369,11976,7193,4611,26131,31072,2379,3562,5228,11298,18718,23452,10548,11039,18102,18255,2984,3696,15466,20944,10336,7243,40925,37180,208344,207831,,,,,
2017-11-20,,,5,69879,40129,33244,29257,17732,11209,36370,52343,8427,10328,16504,29810,35923,47977,20770,26323,29911,32733,12263,16284,31324,39887,30656,20627,76136,61226,419139,418133,8:50 PM,Provisional Service implemented from North Ave. Station to Shaw Blvd Station and vice versa.,North Bound,Buendia - Guadalupe,CAT 4
2017-11-21,,,8,67567,42806,33751,30794,16145,11527,36875,54441,8435,10296,17714,30287,36699,48011,22242,26789,31280,32408,13632,16460,34918,40245,33728,20069,75959,63828,428945,427961,8:33 PM,Service Interruption at Buendia to Guadalupe NB.,North Bound,Buendia - Guadalupe,CAT 4
2017-11-22,,,11,67625,41040,32832,29903,15718,11002,34989,52216,8030,10136,16585,29361,35149,46066,21206,25283,29892,30790,11905,15616,32255,38881,31074,19271,74904,61651,412164,411216,9:36 PM,Train unloaded pax at  Santolan Station SB at 9:36 PM due to atp failure.,South Bound,Cubao - Santolan Anapolis,CAT 4
2017-11-23,,,1,64826,38516,32760,28305,15719,10650,35011,49413,8079,10030,15841,28618,34100,45579,20265,23950,28614,30541,11277,16292,30392,38031,30968,19485,71447,58034,399299,397444,7:59 PM,Train unloaded pax at Magallanes Stn SB at 7:59pm due to door failure.,South Bound,Ayala Avenue - Magallanes,CAT 2
2017-11-24,,,6,68094,40935,33164,28879,16951,10851,33101,54208,8465,10076,16757,29805,35293,46431,20221,23874,29035,29735,11575,15530,30953,39441,32019,19153,75761,61174,411389,410092,,,,,
2017-11-25,,,1,51540,36251,23320,21342,10788,8228,34375,50523,4545,6377,9527,19628,28461,36226,16097,16250,26491,23974,7268,7252,24493,27644,23488,12181,58516,51914,318909,317790,12:21 PM,Train unloaded passengers due technical problem.,North Bound,Shaw Boulevard,CAT 3
2017-11-26,,,1,36859,23571,14883,11365,7009,4391,26849,31213,2420,3671,5060,11695,18948,23508,10294,11264,18141,18364,2853,3676,14392,19991,10325,7164,40959,38512,208992,208385,,,,,
2017-11-27,,,0,69523,37886,30961,27820,15898,10281,32823,50517,8089,9717,15346,27579,33656,45099,18872,25042,27982,30647,10857,15209,29113,37811,29325,19815,74346,58280,396791,395703,6:17 AM,Train unloaded passengers due to technical problem.,South Bound,Cubao,CAT 2
2017-11-28,,,0,68978,41060,33954,29580,16671,10823,35788,52452,8278,10519,16454,29870,35162,46915,21099,26575,29714,31054,11775,16051,32356,39487,32116,20040,73979,61039,416324,415465,11:36 AM,Train unloaded passengers due to technical problem.,South Bound,Boni Avenue,CAT 3
2017-11-29,,,0,71876,42552,35061,29082,17716,10974,37805,55671,8827,10725,17401,31120,36411,48130,21036,25363,30761,30862,12051,16568,31092,41991,32645,20132,76820,65082,429502,428252,,,,,
2017-11-30,1,Bonifacio Day,9,47853,30855,20570,16515,7750,5465,31106,40141,3284,4990,8048,17762,24728,31637,14349,16073,22655,22380,4862,6200,21589,27629,16418,10539,52160,44700,275372,274886,,,,,
2017-12-01,,,11,72855,43348,35472,30417,17011,11011,38779,57845,8755,11160,16914,31216,37855,50204,20948,25567,31403,32155,12250,16174,33937,42387,34130,20377,79214,66216,439523,438077,,,,,
2017-12-02,,,0,53297,37484,24396,21551,10755,7992,36329,51238,4627,6623,9644,19776,29938,37830,16567,16658,27105,24822,7042,7340,24735,28484,23805,12290,59642,54575,327882,326663,12:37 PM,Train unloaded passengers due to technical problem.,North Bound,Ayala Avenue,CAT 3
2017-12-03,,,11,37999,24678,15615,12393,7760,4637,29230,34044,2592,3711,5512,11959,19813,25002,10773,11535,19394,19313,2842,3746,15249,21521,11031,7540,43292,40203,221102,220282,8:00 PM,Train unloaded passengers due to technical problem.,South Bound,Cubao,CAT 3
2017-12-04,,,3,71002,39215,33106,28459,17749,10460,34491,50757,8015,10031,15386,29319,34480,46836,19720,25887,28517,31793,11112,15660,30233,39528,29608,20311,75720,59685,409139,407941,,,,,
2017-12-05,,,0,70871,42015,34415,29824,16964,10961,37025,54716,8393,10586,16899,30928,36053,47945,21287,26362,30240,32034,12018,16265,33490,40894,32553,20277,76496,62752,426704,425559,,,,,
2017-12-06,,,0,71307,42834,35619,30217,17665,11137,37534,54386,8515,10574,17014,31305,36574,48592,21747,26228,30771,32667,11811,16414,33710,41103,31983,20045,78510,66064,432760,431566,8:26 AM,Train unloaded pax at Santolan Stn. SB at 8:26 AM due technical problem.,South Bound,Santolan Anapolis,CAT 3
2017-12-07,,,21,70031,41598,34743,29626,16517,11182,36086,54237,8289,10574,16156,30514,35812,47978,21145,26138,29560,31072,12298,15922,33536,40203,32975,20242,75766,62533,422914,421819,7:09 PM,Train unloaded pax at Boni Stn NB at 7:09 pm due to door failure.,North Bound,Boni Avenue,CAT 2
2017-12-08,,,2,70327,43129,33441,28389,16354,10822,35412,57160,8566,10633,16666,30906,36851,48395,21237,25206,29189,29547,11734,15486,34017,38353,33183,19763,76473,64386,423450,422175,4:13 PM,Train unloaded pax at North Ave Stn SB at 4:13pm due to technical problem.,South Bound,North Avenue,CAT 2
2017-12-09,,,0,55819,38221,26211,21698,11706,8391,35271,51582,4866,6718,9845,20434,29760,37060,15954,17433,26545,25425,7063,7583,24865,29385,24838,12615,61289,56325,334032,332870,3:13 PM,All revenue trains traffic are regulated. Normal operation resumed at 3:13pm.,North Bound,Ortigas - Santolan Anapolis,CAT 1
2017-12-10,,,2,41197,26411,17055,12709,8002,5268,28864,33755,2658,4809,5851,13094,20517,26678,11364,12159,20336,19985,2929,3903,16200,22175,11505,7889,45662,42435,232140,231270,2:47 PM,"Service Interruption due to train at interstation of Ortigas and Santolan NB with technical problem. 
Passengers' evacuation with the assistance of Security Personnel.  ",North Bound,Ortigas - Santolan Anapolis,CAT 4
2017-12-11,,,0,73814,39500,33888,28319,17719,10625,36201,51948,8108,10453,15637,30406,34019,47536,20024,26343,29329,32998,11084,16340,30729,40989,30410,20527,77740,61608,418702,417592,,,,,
2017-12-12,,,1,70845,38302,33988,27104,16563,10088,34087,50248,8111,11162,15825,31295,34685,49577,20597,25451,30058,30993,11250,15653,28743,39909,31796,19709,75953,60853,412501,410344,6:58 PM,Train unloaded passengers due to technical problem.,South Bound,GMA Kamuning,CAT 2
2017-12-13,,,0,68758,40635,31772,28069,14435,10229,32063,51072,7975,9540,16242,29220,35004,44891,20240,24540,28313,29918,11294,15155,31691,39610,30529,19388,75923,60863,404239,403130,,,,,
2017-12-14,,,0,69295,41628,33737,28272,15852,10645,36221,52214,7997,10061,15979,30632,34869,46072,20440,24864,29251,30823,10964,15368,32771,40463,31193,19623,74807,61661,413376,412326,8:12 AM,Train unloaded pax at Boni Station NB at 8:12 AM due to technical problem.,North Bound,Boni Avenue,CAT 3
2017-12-15,,,0,74672,42269,34812,28540,16610,10992,35927,55572,8123,10246,16679,32271,36517,48369,20934,24625,30319,30698,11273,16035,32426,42387,32071,20011,77830,64627,428193,426642,5:19 PM,Train unloaded passengers due to technical problem.,South Bound,North Avenue,CAT 2
2017-12-16,,,1,57338,40731,26744,22117,12172,8751,36258,52613,5305,7051,10923,22119,31085,38622,17093,16611,27838,25132,6819,7583,25244,30809,24149,12937,64064,58630,345032,343706,3:08 PM,Train unloaded passengers due to technical problem.,North Bound,Taft Avenue - Magallanes,CAT 2
2017-12-17,,,2,44079,29551,18079,13474,8517,5151,31858,37163,3092,4423,6558,14782,22962,27722,12268,12653,22413,21461,3007,4011,16901,23786,12624,8371,49118,48042,251476,250590,,,,,
2017-12-18,,,12,73685,39850,33568,26612,16890,10107,36397,50941,7735,10107,14796,29726,33705,46858,19768,25177,28241,31271,10254,15291,29372,40845,28504,19921,74333,59551,407248,406257,8:38 PM,Train unloaded passengers at Magallanes Station 8:43PM due to technical problem.,South Bound,Ayala Avenue - Magallanes,CAT 3
2017-12-19,,,20,73349,43380,34596,27844,16242,10491,37854,54823,8348,10540,16483,30963,35622,47595,21062,25025,30180,31793,11452,15478,33116,42003,29583,19370,76418,63957,424305,423262,,,,,
2017-12-20,,,1,71217,40241,33063,26381,15477,10174,33014,50476,7705,9965,15218,29151,33856,44759,19145,22865,28615,29180,9870,14621,29727,40399,28461,18768,74195,61361,399563,398341,10:11 PM,Train unloaded pax at Shaw Blvd Stn NB at 10:11 PM due to door failure.,North Bound,Shaw Boulevard,CAT 3
2017-12-21,,,0,73259,42595,34073,27324,15431,10082,37436,52851,7835,10181,15618,30564,34501,46911,20172,23672,29257,30167,10106,14738,30848,40881,29860,18825,74834,62796,413230,411587,6:10 AM,Train unloaded passengers due to technical problem.,South Bound,GMA Kamuning,CAT 3
2017-12-22,,,0,72083,42311,34055,26003,15269,9788,37242,55197,7703,10356,15330,29991,34330,46276,19953,22817,30204,27942,10241,14678,28883,39606,28584,18654,75451,63003,409328,406622,5:50 AM,Train unloaded passengers due to technical problem.,South Bound,Boni Avenue,CAT 3
2017-12-23,,,1,48155,36612,21169,17727,10741,6738,33218,48558,4554,5865,8328,17070,25975,32133,14447,13111,25928,21974,5288,5606,21524,24782,18906,9989,55945,52561,294178,292726,6:16 PM,Train unloaded passengers due to technical problem.,South Bound,North Avenue,CAT 2
2017-12-24,,,0,28068,19767,11757,9213,4927,3146,21026,27453,2065,2991,3703,8390,15791,18512,7844,7187,14963,14157,1901,2093,11654,14874,8392,5025,36024,34888,168115,167696,4:15 PM,"Train experienced technical problem, unloaded passengers at Quezon Ave. Station SB 4:33PM.",South Bound,North Avenue - Quezon Avenue,CAT 4
2017-12-25,1,Christmas Day ,1,31783,19627,11758,8556,5541,2871,22844,25449,1426,2063,3074,7851,14948,18115,7466,7644,14595,16692,1454,2260,9553,14844,7019,5095,37406,36997,168867,168064,5:48 AM,Train unloaded passengers due to technical problem.,South Bound,Shaw Boulevard,CAT 3
2017-12-26,1,Rizal Day,1,59326,30919,23623,16641,10909,5158,31592,39414,3886,5507,8575,19755,23889,33775,12553,17133,20358,24222,5795,8948,20150,29519,16692,13094,56255,48770,293603,292855,3:55 PM,Train unloaded pax at Magallanes Stn NB at 3:55 PM due to technical problem.,North Bound,Magallanes,CAT 3
2017-12-27,,,3,66435,38392,29383,23663,13384,8209,34668,48529,6267,8300,13170,26301,31060,41842,16798,20696,25491,27098,9505,12430,27901,34741,23566,15791,67418,57816,365046,363808,,,,,
2017-12-28,,,0,63152,37783,28885,22749,12355,8254,33558,47433,6336,8515,12059,24806,30491,40132,16801,19762,25616,25882,9223,11921,27999,33996,22925,15440,63616,55453,353016,352126,7:59 AM,Normal operations resumed.,South Bound,North Avenue - Taft Avenue,CAT 1
2017-12-29,,,0,62839,40073,28983,23149,12195,8535,34403,54035,6133,8021,12441,24618,31093,40711,17164,18827,27559,25302,9865,11498,28531,33253,24426,14989,64507,56109,360139,359120,,,,,
2017-12-30,,,0,28235,20920,11805,9117,4973,2896,20302,26793,2064,2992,4122,9718,14582,17913,7792,6827,14388,11960,2302,2608,11435,14620,9253,4993,31759,31108,163012,162465,,,,,
2017-12-31,1,last day of the year,0,19894,15252,8121,6745,3223,2312,14854,20280,1603,2032,2896,5875,11070,13007,5910,5394,10782,9461,1512,1642,10061,10346,6169,3470,24401,24219,120496,120035,6:54 AM,Service interruption due to signaling problem.,South Bound,North Avenue - Taft Avenue,CAT 4
